ID,Severity,Start_Time,State,City,County,Temperature(F),Visibility(mi),Weather_Condition,Sunrise_Sunset,Description,Distance(mi),Start_Lat,Start_Lng,Amenity,Bump,Crossing,Junction,Traffic_Signal
A-609273,Minor,2022-05-27T08:13:53Z,SC,Columbia,Richland,72,9,Mostly Cloudy,Day,Crash on Hard Scrabble Rd at Lake Carolina Blvd.,0,34.177605,-80.900673,FALSE,FALSE,FALSE,FALSE,FALSE
A-614345,Minor,2022-05-23T08:49:53Z,SC,Saint Helena Island,Beaufort,79,10,Partly Cloudy,Day,Crash on Old Polowana Rd at US-21.,0,32.396770000000004,-80.577621,FALSE,FALSE,FALSE,FALSE,FALSE
A-7126748,Minor,2020-03-20T19:34:12Z,AZ,Tucson,Pima,62,10,Fair,Night,At I-10-BL/E Benson Hwy - Accident.,0.009,32.14591,-110.9092,FALSE,FALSE,FALSE,FALSE,FALSE
A-7050450,Minor,2020-06-22T15:15:10Z,AZ,Tucson,Pima,101,10,Fair,Day,At S Houghton Rd - Accident.,0,32.19169,-110.7898,FALSE,FALSE,TRUE,FALSE,TRUE
A-7122219,Minor,2020-03-19T15:16:24Z,NY,Rye,Westchester,49,10,Cloudy,Day,At I-95/New England Thwy (Rye) - Accident. Hard shoulder blocked.,0,40.98735,-73.68024,FALSE,FALSE,FALSE,FALSE,FALSE
A-705932,Minor,2022-02-17T17:12:25Z,NC,Raleigh,Wake,74,10,Mostly Cloudy,Day,Crash on Rock Quarry Rd Southbound at Atkins Dr.,0,35.74884,-78.607407,FALSE,FALSE,FALSE,FALSE,FALSE
A-3017632,Minor,2018-02-16T18:31:17Z,CA,San Luis Obispo,San Luis Obispo,55.9,10,Clear,Night,Accident on US-101 El Camino Real Southbound at Exit 195 Avila Beach Dr. On the median.,0,35.183116999999996,-120.701523,FALSE,FALSE,FALSE,TRUE,FALSE
A-7014650,Minor,2020-05-07T13:08:17Z,IL,Wilmington,Will,66,10,Mostly Cloudy,Day,At River Rd/Exit 241 - Earlier accident.,0,41.35259,-88.19176,FALSE,FALSE,FALSE,FALSE,FALSE
A-536377,Minor,2022-08-16T06:37:49Z,OH,Columbus,Franklin,61,10,Fair,Night,Crash on Yearling Rd at 5th Ave.,0,39.98735,-82.88630699999999,FALSE,FALSE,FALSE,FALSE,TRUE
A-7187456,Minor,2020-04-20T22:36:19Z,AZ,Phoenix,Maricopa,76,10,Fair,Night,At Thomas Rd/Exit 201 - Accident. Hard shoulder blocked.,0,33.474940000000004,-112.11297,FALSE,FALSE,FALSE,FALSE,FALSE
A-7084664,Minor,2020-06-12T21:43:02Z,CA,Santa Rosa,Sonoma,58,10,Fair,Night,At Santa Rosa Ave - Accident. Right lane blocked.,0,38.37024,-122.71326,FALSE,FALSE,FALSE,TRUE,FALSE
A-43168,Minor,2016-06-21T23:02:01Z,CA,Murrieta,Riverside,71.6,10,Clear,Night,Lane closed on exit ramp due to accident on Scott Rd at Antelope Rd.,0,33.641525,-117.168045,FALSE,FALSE,FALSE,FALSE,TRUE
A-545016,Minor,2022-08-05T04:05:30Z,OH,Cleveland,Cuyahoga,76,10,Mostly Cloudy,Night,Crash on 30th St at Woodland Ave.,0,41.491508,-81.668098,FALSE,FALSE,TRUE,FALSE,TRUE
A-606123,Minor,2022-05-31T11:23:46Z,FL,Pensacola,Escambia,84,10,Fair,Day,Lane blocked due to crash on FL-292 Pace Blvd at St Mary Ave.,0,30.441561,-87.24002800000002,FALSE,FALSE,FALSE,FALSE,TRUE
A-7147624,Minor,2020-03-31T12:27:29Z,AZ,Sun City,Maricopa,70,10,Fair,Day,At W Thunderbird Blvd - Accident.,0,33.61895,-112.27436000000002,FALSE,FALSE,TRUE,FALSE,TRUE
A-7009496,Minor,2020-05-05T13:45:17Z,PA,Philadelphia,Philadelphia,59,10,Cloudy,Day,Between Broad St and I-76/Exit 344 - Accident. Hard shoulder blocked.,0.402,39.95933,-75.17341,FALSE,FALSE,FALSE,TRUE,FALSE
A-634495,Minor,2022-04-28T17:46:05Z,OH,Dayton,Montgomery,56,10,Cloudy,Day,Crash on Harold Dr at Stanford Pl.,0,39.777088,-84.248108,FALSE,FALSE,FALSE,FALSE,FALSE
A-7091688,Minor,2020-06-16T09:36:48Z,FL,Melbourne,Brevard,80,10,Fair,Day,Between SR-518/Eau Gallie Blvd/Exit 183 and CR-509/Wickham Rd/Exit 191 - Accident. Hard shoulder blocked.,2.585,28.187590000000004,-80.70619,FALSE,FALSE,FALSE,FALSE,FALSE
A-522272,Minor,2022-08-30T08:15:10Z,CA,Santa Cruz,Santa Cruz,55,10,Fair,Day,Crash on Branciforte Dr near Mill Rd.,0,37.001335,-122.002708,FALSE,FALSE,FALSE,FALSE,FALSE
A-7139201,Minor,2020-03-26T07:03:04Z,OR,Troutdale,Multnomah,39,10,Cloudy,Day,At Marine Dr/Exit 17 - Accident.,0,45.54453,-122.40048,FALSE,FALSE,FALSE,FALSE,FALSE
A-516046,Minor,2022-09-05T04:10:34Z,FL,Ocklawaha,Marion,79,10,Fair,Night,Crash on 113th St Rd at Fisher Run Trak.,0,29.05723,-81.885849,FALSE,FALSE,FALSE,FALSE,FALSE
A-7191142,Minor,2020-04-22T17:12:35Z,FL,Tampa,Hillsborough,84,10,Mostly Cloudy,Day,Between US-92/Hillsborough Ave/Exit 47 and SR-580/Busch Blvd/Exit 50 - Accident.,1.715,28.0085,-82.45307,FALSE,FALSE,FALSE,TRUE,FALSE
A-512307,Minor,2022-09-08T04:35:24Z,FL,Seffner,Hillsborough,NA,7,Fair,Night,Crash on CR-579 Mango Rd near Thomas Rd.,0,28.0189,-82.302513,FALSE,FALSE,FALSE,FALSE,FALSE
A-6979963,Minor,2020-05-25T14:56:56Z,AZ,Phoenix,Maricopa,93,10,Fair,Day,At N 16th St - Accident.,0,33.63751,-112.0656,FALSE,FALSE,TRUE,FALSE,TRUE
A-7091689,Minor,2020-06-16T09:18:20Z,FL,Melbourne,Brevard,78,10,Fair,Day,Between CR-516/Exit 176 and SR-518/Eau Gallie Blvd/Exit 183 - Accident. Hard shoulder blocked.,3.073,28.07219000000001,-80.705,FALSE,FALSE,FALSE,TRUE,FALSE
A-7150982,Minor,2020-04-02T17:55:02Z,VA,Richmond,Richmond City,63,10,Fair,Day,At US-301/VA-2/Azalea Ave - Earlier accident.,0,37.60194,-77.45021,FALSE,FALSE,TRUE,FALSE,TRUE
A-522906,Minor,2022-08-30T06:56:27Z,OH,Hamilton,Butler,69,9,Cloudy,Night,Crash on OH-4-BYP Northbound at Port Union Rd.,0,39.335899,-84.502647,FALSE,FALSE,FALSE,FALSE,TRUE
A-551656,Minor,2022-07-29T08:57:16Z,CA,Cupertino,Santa Clara,NA,NA,NA,Day,Left hand shoulder blocked due to crash on I-280 Northbound at Exit 12 CA-85.,0,37.33586500000001,-122.058769,FALSE,FALSE,FALSE,FALSE,FALSE
A-651911,Minor,2022-04-13T07:38:53Z,TX,Austin,Travis,75,9,Cloudy,Day,Crash on Yellow Rose Trl near Myra Ct.,0,30.22485,-97.836113,FALSE,FALSE,FALSE,FALSE,FALSE
A-554165,Minor,2022-07-27T08:14:16Z,CO,Morrison,Jefferson,64,10,Fair,Day,Crash on CO-8 at Forest Ave.,0,39.642928999999995,-105.193428,FALSE,FALSE,FALSE,FALSE,FALSE
A-7187757,Minor,2020-04-20T18:06:28Z,CA,Oakland,Alameda,61,10,Mostly Cloudy,Day,At 98th Ave - Accident.,0,37.72949000000001,-122.18649,FALSE,FALSE,FALSE,FALSE,FALSE
A-516193,Minor,2022-09-05T18:37:48Z,NC,Charlotte,Mecklenburg,75,4,Light Rain,Day,Lane blocked due to crash on Highland Shoppes Dr at Prosperity Church Rd.,0,35.3713,-80.784492,FALSE,FALSE,TRUE,FALSE,FALSE
A-557616,Minor,2022-07-22T18:50:38Z,CA,Woodland Hills,Los Angeles,85,10,Partly Cloudy,Day,Exit ramp from US-101 Westbound at Exits 26 26A to De Soto Ave Northbound lane blocked due to crash.,0.9800000190734864,34.168221,-118.586502,FALSE,FALSE,FALSE,FALSE,FALSE
A-585467,Minor,2022-06-23T07:00:41Z,SC,Barnwell,Barnwell,73,10,Fair,Day,Crash on US-278 at Morning Star Loop.,0,33.271099,-81.383667,FALSE,FALSE,FALSE,FALSE,FALSE
A-549743,Minor,2022-08-01T07:55:15Z,IL,Carol Stream,DuPage,72,10,Fair,Day,Crash on Kuhn Rd near Lies Rd.,0,41.93037,-88.140106,FALSE,FALSE,TRUE,FALSE,TRUE
A-7170997,Minor,2020-04-11T17:41:47Z,FL,Dania,Broward,79,10,Cloudy,Day,At SR-818/Griffin Rd/Exit 23 - Accident. Left lane blocked.,0,26.05703,-80.16235,FALSE,FALSE,FALSE,TRUE,FALSE
A-531086,Minor,2022-08-22T08:17:29Z,MI,Wyoming,Kent,66,10,Mostly Cloudy,Day,Crash on M-11 28th St at De Hoop Ave.,0,42.91341,-85.695442,FALSE,FALSE,FALSE,FALSE,TRUE
A-7053572,Minor,2020-06-23T14:07:59Z,CA,Martinez,Contra Costa,89,10,Fair,Day,At McEwen Rd - Accident. Hard shoulder blocked.,0,38.01615,-122.18621,FALSE,FALSE,FALSE,TRUE,FALSE
A-7199008,Minor,2020-04-26T09:44:59Z,AL,Birmingham,Jefferson,60,10,Fair,Day,At US-78/Exit 140 - Accident.,2.608,33.54763,-86.6326,FALSE,FALSE,FALSE,FALSE,FALSE
A-595190,Minor,2022-06-13T08:52:06Z,IL,Lombard,DuPage,73,10,Mostly Cloudy,Day,Crash on IL-64 North Ave near Swift Rd.,0,41.903938,-88.04258,FALSE,FALSE,FALSE,FALSE,FALSE
A-562473,Minor,2022-07-19T06:59:57Z,OH,Stow,Summit,71,4,Haze,Day,Crash on Hudson Dr at Ritchie Rd.,0,41.190079,-81.46418,FALSE,FALSE,FALSE,FALSE,FALSE
A-620341,Minor,2022-05-17T06:23:29Z,MN,Kasson,Dodge,52,10,Fair,Day,Crash on US-14 Westbound after MN-57.,0,44.022614,-92.7481,FALSE,FALSE,FALSE,FALSE,FALSE
A-522706,Minor,2022-08-30T08:44:31Z,FL,Fort Myers,Lee,80,10,Fair,Day,Crash on CR-876 Cypress Lake Dr at US-41 Cleveland Ave.,0,26.54628,-81.87152900000002,FALSE,FALSE,FALSE,FALSE,TRUE
A-7072862,Minor,2020-06-08T18:46:46Z,IL,Chicago,Cook,89,10,Mostly Cloudy,Day,At Damen Ave/Exit 47B - Earlier accident.,0,41.92027,-87.67448,FALSE,FALSE,FALSE,FALSE,FALSE
A-7128910,Minor,2020-03-22T13:24:00Z,NC,Clyde,Haywood,50,10,Cloudy,Day,At US-19/US-23/US-74 - Accident. Left lane closed.,0,35.54159,-82.9208,FALSE,FALSE,FALSE,TRUE,FALSE
A-543329,Minor,2022-08-08T07:05:03Z,CA,Pittsburg,Contra Costa,61,10,Fair,Day,Crash on Buchanan Rd between Loveridge Rd and Ventura Dr.,1.0099999904632568,37.998001,-121.868217,FALSE,FALSE,FALSE,FALSE,TRUE
A-560232,Minor,2022-07-20T04:00:12Z,SC,Rock Hill,York,71,10,Fair,Night,Crash on Forest Rd at SC-121 Saluda Rd.,0,34.881321,-81.050636,FALSE,FALSE,FALSE,FALSE,FALSE
A-634472,Minor,2022-04-28T16:12:58Z,AL,Ozark,Dale,79,8,Mostly Cloudy,Day,Lane blocked due to crash on US-231 both ways at CR-108.,0,31.513365000000004,-85.705383,FALSE,FALSE,FALSE,FALSE,FALSE
A-7169036,Minor,2020-04-10T18:35:11Z,IL,Lisle,Dupage,47,10,Fair,Day,At CR-2/Hobson Rd - Accident.,0,41.78652,-88.07423,FALSE,FALSE,TRUE,FALSE,TRUE
A-7102619,Minor,2020-06-20T12:30:20Z,AZ,Tucson,Pima,96,10,Fair,Day,At N Kolb Rd - Accident.,0,32.23568,-110.8578,FALSE,FALSE,TRUE,FALSE,TRUE
A-584213,Minor,2022-06-24T07:03:30Z,VA,Richmond,Richmond City,63,0.25,Fog,Day,Crash on US-250 Broad St Westbound at Westmoreland St.,0,37.577961,-77.489037,FALSE,FALSE,FALSE,FALSE,TRUE
A-635136,Minor,2022-04-28T08:01:51Z,NC,Raleigh,Wake,50,10,Mostly Cloudy,Day,Crash on NC-50 Creedmoor Rd at Strickland Rd.,0,35.902023,-78.681122,FALSE,FALSE,TRUE,FALSE,TRUE
A-519796,Minor,2022-09-01T08:53:59Z,TX,Dallas,Dallas,79,10,Mostly Cloudy,Day,Crash on Lolita Dr at Ricardo Dr.,0,32.757560999999995,-96.680077,FALSE,FALSE,FALSE,FALSE,FALSE
A-7132421,Minor,2020-03-23T15:42:29Z,OR,Amity,Yamhill,50,10,Mostly Cloudy,Day,At OR-233/SE Amity Dayton Hwy - Accident.,0,45.13252,-123.20652,FALSE,FALSE,FALSE,FALSE,FALSE
A-598743,Minor,2022-06-09T07:23:47Z,PA,Wayne,Montgomery,71,10,Mostly Cloudy,Day,Crash on exit ramp from I-76 Westbound at Exit 330 to Balligomingo Rd Westbound.,0.3799999952316284,40.065731,-75.332222,FALSE,FALSE,FALSE,FALSE,FALSE
A-635167,Minor,2022-04-28T08:32:41Z,SC,Spartanburg,Spartanburg,54,10,Fair,Day,Lane blocked due to crash on Otts Shoals Rd at Society Hill.,0,34.853778999999996,-81.94483199999998,FALSE,FALSE,FALSE,FALSE,FALSE
A-558568,Minor,2022-07-22T07:37:51Z,NC,Charlotte,Mecklenburg,76,6,Cloudy,Day,Lane blocked due to crash on Kenilworth Ave at Pierce St.,0,35.20435,-80.842339,FALSE,FALSE,FALSE,FALSE,FALSE
A-527189,Minor,2022-08-25T09:57:17Z,TX,Houston,Harris,85,10,Partly Cloudy,Day,Left hand shoulder blocked due to crash on Bellaire Blvd Northbound at Southwest Fwy.,0,29.704418,-95.512894,FALSE,FALSE,FALSE,FALSE,TRUE
A-558795,Minor,2022-07-22T06:08:02Z,NC,Raleigh,Wake,74,10,Mostly Cloudy,Night,Crash on Westbrook Dr at Ashworth Ct.,0,35.871891,-78.63884,FALSE,FALSE,FALSE,FALSE,FALSE
A-604028,Minor,2022-06-02T06:50:14Z,VA,Chester,Chesterfield,71,10,Fair,Day,Crash on VA-10 Hundred Rd Southbound at Rivers Bend Blvd.,0,37.348511,-77.356476,FALSE,FALSE,FALSE,FALSE,TRUE
A-7195841,Minor,2020-04-24T07:30:10Z,FL,Thonotosassa,Hillsborough,70,10,Rain,Day,At CR-579/Morris Bridge Rd - Accident.,0,28.144040000000004,-82.28186,FALSE,FALSE,TRUE,FALSE,TRUE
A-535905,Minor,2022-08-16T17:23:23Z,SC,Spartanburg,Spartanburg,72,10,Cloudy,Day,Crash on SC-9 Boiling Springs Rd at I-585.,0,34.975048,-81.942101,FALSE,FALSE,TRUE,FALSE,FALSE
A-636116,Minor,2022-04-27T04:09:35Z,NC,Charlotte,Mecklenburg,51,10,Fair,Night,Lane blocked due to crash on Painted Tree Rd at Soaringfree Ln.,0,35.07954,-80.85595699999998,FALSE,FALSE,FALSE,FALSE,FALSE
A-637016,Minor,2022-04-26T03:25:23Z,CA,Inglewood,Los Angeles,60,10,Fair,Night,Crash on 111th St at Firmona Ave.,0,33.934528,-118.35698700000002,FALSE,FALSE,FALSE,FALSE,FALSE
A-7043667,Minor,2020-05-21T20:55:09Z,AZ,Phoenix,Maricopa,85,10,Fair,Night,At N 43rd Ave - Serious accident.,0,33.48049,-112.15165,FALSE,FALSE,TRUE,FALSE,TRUE
A-578353,Minor,2022-06-30T17:31:13Z,CA,El Monte,Los Angeles,81,10,Fair,Day,Crash on I-10 Westbound at I-10 Exit 29B / Peck Rd.,0,34.068081,-118.028755,FALSE,FALSE,FALSE,TRUE,FALSE
A-519872,Minor,2022-09-01T08:21:07Z,TN,Antioch,Davidson,71,10,Fair,Day,Crash on Richards Rd at Artelia Dr.,0,36.068481,-86.674301,FALSE,FALSE,FALSE,FALSE,FALSE
A-7046492,Minor,2020-05-22T12:09:30Z,AZ,Phoenix,Maricopa,84,10,Fair,Day,At I-17/N Black Canyon Fwy - Accident.,0,33.58186,-112.12208,FALSE,FALSE,TRUE,FALSE,TRUE
A-7018200,Minor,2020-05-08T17:59:32Z,CA,Sacramento,Sacramento,96,10,Fair,Day,At 12th Ave - Accident. Hard shoulder blocked.,0,38.55033,-121.47405,FALSE,FALSE,FALSE,FALSE,FALSE
A-7038191,Minor,2020-05-19T11:16:00Z,NC,Greensboro,Guilford,54,2,Light Rain,Day,At I -85 - Accident. Right lane closed.,0,36.03151,-79.80761,FALSE,FALSE,FALSE,FALSE,FALSE
A-615508,Minor,2022-05-20T15:49:31Z,AZ,Tucson,Pima,91,10,Fair,Day,Crash on Sunrise Dr near Pontatoc Rd.,0,32.308426000000004,-110.902382,FALSE,FALSE,TRUE,FALSE,TRUE
A-566482,Minor,2022-07-14T08:45:30Z,CA,San Diego,San Diego,67,10,Cloudy,Day,Right hand shoulder blocked due to crash on CA-56 Ted Williams Pkwy Westbound at Exit 2 Carmel Country Rd.,0,32.945415000000004,-117.211311,FALSE,FALSE,FALSE,FALSE,FALSE
A-7194274,Minor,2020-04-23T19:54:18Z,CA,Fairfield,Solano,64,10,Fair,Night,At I-680 - Accident. Hard shoulder blocked.,0,38.22095,-122.13192,FALSE,FALSE,FALSE,TRUE,FALSE
A-7178103,Minor,2020-04-15T23:21:00Z,NC,Matthews,Mecklenburg,43,10,Fair,Night,At East Independence Boulevard - Accident. Right lane closed.,0,35.11079,-80.68785,FALSE,FALSE,FALSE,FALSE,FALSE
A-580221,Minor,2022-06-29T08:17:01Z,NC,Charlotte,Mecklenburg,75,10,Mostly Cloudy,Day,Crash on US-74 Independence Blvd at Exits 245A 245B Eastway Dr.,0,35.201687,-80.78652199999998,FALSE,FALSE,FALSE,FALSE,FALSE
A-527017,Minor,2022-08-25T11:20:30Z,CA,Anaheim,Orange,83,10,Fair,Day,Right hand shoulder blocked due to crash on CA-91 Westbound at Exit 36 CA-90.,0,33.854690999999995,-117.790428,FALSE,FALSE,FALSE,FALSE,FALSE
A-527971,Minor,2022-08-24T15:52:04Z,OK,Oklahoma City,Cleveland,87,10,Mostly Cloudy,Day,Crash on 119th St at Briar Lake Ct.,0,35.348801,-97.533348,FALSE,FALSE,FALSE,FALSE,FALSE
A-599497,Minor,2022-06-08T16:33:18Z,OK,Oklahoma City,Oklahoma,77,10,Mostly Cloudy,Day,Crash on 13th St at Broadway Ave.,0,35.48238,-97.513969,FALSE,FALSE,TRUE,FALSE,TRUE
A-7188293,Minor,2020-04-21T13:28:02Z,VA,Fairfax Station,Fairfax County,68,10,Light Rain,Day,At VA-643/Lee Chapel Rd - Accident.,0,38.74248,-77.28747,FALSE,FALSE,FALSE,FALSE,TRUE
A-7035354,Minor,2020-05-18T12:26:45Z,OH,Cincinnati,Hamilton,64,2,Heavy T-Storm,Day,At I-275/Exit 9 - Accident.,0,39.21497,-84.68422,FALSE,FALSE,FALSE,FALSE,FALSE
A-624587,Minor,2022-05-12T06:39:45Z,SC,Florence,Florence,66,10,Mostly Cloudy,Day,Crash on Wilson Rd at Old Marion Hwy.,0,34.214721999999995,-79.74906899999998,FALSE,FALSE,FALSE,FALSE,TRUE
A-537283,Minor,2022-08-15T05:33:43Z,SC,Winnsboro,Fairfield,70,10,Fair,Night,Crash on US-21 at River Rd.,0,34.437228999999995,-80.94500699999998,FALSE,FALSE,FALSE,FALSE,FALSE
A-7197925,Minor,2020-04-25T12:37:43Z,AZ,Glendale,Maricopa,93,10,Fair,Day,At N 51st Ave - Accident.,0,33.53844,-112.16861000000002,FALSE,FALSE,TRUE,FALSE,TRUE
A-7084088,Minor,2020-06-12T19:40:40Z,AZ,Tucson,Pima,100,10,Fair,Night,At N Campbell Ave - Accident.,0,32.25025,-110.944,FALSE,FALSE,TRUE,FALSE,TRUE
A-601257,Minor,2022-06-07T06:14:00Z,OK,Bethany,Oklahoma,75,8,Mostly Cloudy,Night,Crash on 63rd St at Council Rd.,0,35.536831,-97.654358,FALSE,FALSE,FALSE,FALSE,FALSE
A-537412,Minor,2022-08-15T06:36:08Z,SC,Summerville,Dorchester,66,10,Mostly Cloudy,Night,Crash on Central Ave at Scotch Range Rd.,0,33.007488,-80.25054899999998,FALSE,FALSE,FALSE,FALSE,FALSE
A-7086277,Minor,2020-06-13T13:06:39Z,CA,Pittsburg,Contra Costa,71,10,Fair,Day,At CA-4/San Marco Blvd/Willow Pass Rd - Accident.,0,38.02486,-121.97639,FALSE,FALSE,FALSE,FALSE,FALSE
A-520983,Minor,2022-08-31T09:13:13Z,MN,Brainerd,Cass,70,10,Fair,Day,Crash on MN-210 at CR-36 11th Ave.,0,46.341862,-94.337982,FALSE,FALSE,FALSE,FALSE,FALSE
A-7155562,Minor,2020-04-04T20:23:43Z,CA,San Leandro,Alameda,55,6,Light Rain,Night,Ramp to Marina Blvd Eastbound - Accident. Left lane blocked.,0,37.71122,-122.16472,FALSE,FALSE,FALSE,FALSE,FALSE
A-549974,Minor,2022-08-01T06:29:25Z,MN,Elk River,Sherburne,66,10,Cloudy,Day,Crash on US-169 Southbound before 225th Ave.,0,45.378429,-93.564331,FALSE,FALSE,FALSE,FALSE,FALSE
A-627157,Minor,2022-05-05T16:47:42Z,OH,Dayton,Montgomery,59,10,Light Rain,Day,Crash on OH-201 Brandt Pike at Needmore Rd.,0,39.816296,-84.13041700000002,FALSE,FALSE,FALSE,FALSE,TRUE
A-7013702,Minor,2020-05-07T11:14:41Z,NY,Lagrangeville,Dutchess,58,10,Partly Cloudy,Day,At CR-46/Freedom Rd - Accident. Hard shoulder blocked.,0,41.67005,-73.79033000000003,FALSE,FALSE,FALSE,FALSE,FALSE
A-513459,Minor,2022-09-07T17:51:20Z,IL,Glen Ellyn,DuPage,78,10,Fair,Day,Crash on Crescent Blvd at Park Blvd.,0,41.87714,-88.06308,FALSE,FALSE,TRUE,FALSE,FALSE
A-636319,Minor,2022-04-27T07:52:23Z,NC,Charlotte,Mecklenburg,51,10,Fair,Day,Crash on South Blvd at Bland St.,0,35.215691,-80.85296600000002,TRUE,FALSE,FALSE,FALSE,TRUE
A-7190052,Minor,2020-04-22T05:33:23Z,MA,Shrewsbury,Worcester,30,10,Fair / Windy,Night,At RT-140/Exit 23 - Accident. Left lane blocked.,0,42.31909,-71.72282,FALSE,FALSE,FALSE,FALSE,FALSE
A-617534,Minor,2022-05-19T06:59:19Z,IL,Bensenville,DuPage,58,1,Fog,Day,Crash on IL-19 Irving Park Rd at Center St.,0,41.96093,-87.94104,FALSE,FALSE,FALSE,FALSE,FALSE
A-572302,Minor,2022-07-07T18:33:58Z,GA,Augusta,Richmond,82,6,Thunder,Day,Crash on I-520 Bobby Jones Expy Westbound at Exit 16 Laney Walker Blvd Ext.,0,33.407681,-81.983719,FALSE,FALSE,FALSE,TRUE,FALSE
A-519397,Minor,2022-09-01T16:54:53Z,MA,Sharon,Norfolk,79,10,Fair,Day,Shoulder blocked due to crash on I-95 Southbound before Exit 17 Main St.,0,42.09264,-71.22449499999998,FALSE,FALSE,FALSE,FALSE,FALSE
A-617897,Minor,2022-05-18T19:42:07Z,CA,Oakland,Alameda,68,10,Fair,Day,Crash on entry ramp to I-580 Eastbound from Macarthur Blvd Southbound.,0.6399999856948853,37.73735,-122.141167,FALSE,FALSE,FALSE,FALSE,FALSE
A-627785,Minor,2022-05-05T07:25:42Z,CA,Petaluma,Sonoma,48,9,Cloudy,Day,Right hand shoulder blocked due to crash on US-101 Southbound after Exit 476 Old Redwood Hwy.,0,38.273453,-122.671921,FALSE,FALSE,FALSE,FALSE,FALSE
A-7039435,Minor,2020-05-19T16:08:01Z,CA,San Francisco,San Francisco,67,10,Fair,Day,At Hillcrest Rd - Accident. Left lane blocked.,0,37.81053,-122.36464,FALSE,FALSE,FALSE,TRUE,FALSE
A-7181139,Minor,2020-04-16T08:03:44Z,TX,El Paso,El Paso,59,10,Fair,Day,At Diana Dr - Accident.,0,31.88296,-106.4409,FALSE,FALSE,FALSE,FALSE,FALSE
A-520758,Minor,2022-08-31T04:52:48Z,SC,Greenville,Greenville,76,10,Fair,Night,Crash on SC-124 Pendleton St at Saco St.,0,34.847408,-82.430687,FALSE,FALSE,TRUE,FALSE,FALSE
A-614028,Minor,2022-05-23T08:27:06Z,NC,Charlotte,Mecklenburg,73,10,Mostly Cloudy,Day,Lane blocked due to crash on Rama Rd at Mcnair Rd.,0,35.179562,-80.76724200000002,FALSE,FALSE,FALSE,FALSE,FALSE
A-7016159,Minor,2020-05-08T14:04:58Z,RI,Warwick,Kent,57,10,Cloudy,Day,At RI-37/Exit 14 - Earlier accident.,0,41.75296,-71.43896,FALSE,FALSE,FALSE,FALSE,FALSE
A-7036263,Minor,2020-05-18T10:51:33Z,LA,New Orleans,Orleans,83,10,Partly Cloudy,Day,At Simon Bolivar Ave - Accident.,0,29.94575,-90.08754,FALSE,FALSE,FALSE,FALSE,FALSE
A-564752,Minor,2022-07-15T04:06:05Z,NY,Babylon,Suffolk,71,10,Mostly Cloudy,Night,Crash on Deer Park Ave at Wyandanch Ave.,0,40.709438,-73.322151,FALSE,FALSE,TRUE,FALSE,FALSE
A-551721,Minor,2022-07-29T10:10:24Z,TN,Hendersonville,Sumner,77,6,Light Rain,Day,Crash on TN-386 Eastbound near Exit 3 US-31E Main St.,0,36.31889,-86.641396,FALSE,FALSE,FALSE,FALSE,FALSE
A-7071392,Minor,2020-06-07T16:19:37Z,CA,Sacramento,Sacramento,74,10,Fair,Day,At 12th Ave - Accident. Hard shoulder blocked.,0,38.53847,-121.47389,FALSE,FALSE,FALSE,FALSE,FALSE
A-543749,Minor,2022-08-08T04:31:51Z,LA,Duson,Lafayette,75,10,Fair,Night,Crash on LA-724 Fieldspan Rd at Bourque Rd.,0,30.137779,-92.141609,FALSE,FALSE,FALSE,FALSE,FALSE
A-635007,Minor,2022-04-28T08:04:13Z,NE,Bellevue,Sarpy,60,9,Fair,Day,Crash on US-75 at Chandler Rd.,0,41.184078,-95.938377,FALSE,FALSE,FALSE,FALSE,FALSE
A-7068528,Minor,2020-06-05T19:36:35Z,OH,Ravenna,Portage,75,10,Fair,Day,At CR-154/Lake Rockwell Rd - Accident.,0,41.2389,-81.23119,FALSE,FALSE,FALSE,FALSE,TRUE
A-7203552,Minor,2020-04-28T03:24:56Z,CA,Oakland,Alameda,59,10,Fair,Night,Ramp to Mountain Blvd - Accident. Hard shoulder blocked.,0,37.78542,-122.17943,FALSE,FALSE,FALSE,FALSE,FALSE
A-7166964,Minor,2020-04-09T08:42:16Z,CA,San Jose,Santa Clara,55,10,Mostly Cloudy,Day,Ramp to Curtner Ave - Overturned vehicle. Left lane blocked.,0,37.29509,-121.87253,FALSE,FALSE,TRUE,FALSE,TRUE
A-7029506,Minor,2020-05-14T14:22:32Z,CA,Los Gatos,Santa Cruz,70,10,Mostly Cloudy,Day,At Summit Rd - Accident. Hard shoulder blocked.,0,37.12924,-121.97732,FALSE,FALSE,FALSE,FALSE,FALSE
A-595209,Minor,2022-06-13T07:28:42Z,TN,Hermitage,Davidson,82,10,Partly Cloudy,Day,Right hand shoulder blocked due to multi-vehicle crash on I-40 Westbound at Exit 221 / Old Hickory Blvd.,0,36.170334,-86.601395,FALSE,FALSE,FALSE,FALSE,FALSE
A-538923,Minor,2022-08-12T06:27:40Z,AL,Troy,Pike,76,10,Cloudy,Day,Crash on US-231 Eastbound at AL-87.,0,31.792546999999995,-85.977615,FALSE,FALSE,FALSE,FALSE,FALSE
A-636533,Minor,2022-04-27T07:53:51Z,TX,Dallas,Denton,59,13,Fair,Day,Crash on Marsh Ln at Timberglen Rd.,0,33.001785,-96.856697,FALSE,FALSE,FALSE,FALSE,TRUE
